Fecha,Estrategia,Rendimiento,Riesgo
2004-07-31,Equity Market Neutral,0.06,Bajo
2004-07-31,Event Driven,-0.82,Medio
2004-07-31,Fixed Income Arbitrage,0.62,Bajo
2004-07-31,Global Macro,-0.14,Alto
2004-07-31,Long/Short Equity,-1.54,Medio
2004-07-31,Merger Arbitrage,-0.92,Medio
2004-07-31,Relative Value,0.07,Bajo
2004-07-31,Short Selling,6.38,Alto
2004-07-31,Funds Of Funds,-0.49,Medio
2004-08-31,Convertible Arbitrage,0.4,Medio
2004-08-31,CTA Global,-0.84,Alto
2004-08-31,Distressed Securities,0.88,Alto
2004-08-31,Emerging Markets,1.33,Alto
2004-08-31,Equity Market Neutral,-0.09,Bajo
2004-08-31,Event Driven,0.35,Medio
2004-08-31,Fixed Income Arbitrage,0.36,Bajo
2004-08-31,Global Macro,-0.39,Alto
2004-08-31,Long/Short Equity,-0.22,Medio
2004-08-31,Merger Arbitrage,0.11,Medio
2004-08-31,Relative Value,0.31,Bajo
2004-08-31,Short Selling,1.26,Alto
2004-08-31,Funds Of Funds,-0.1,Medio
2004-09-30,Convertible Arbitrage,-0.17,Medio
2004-09-30,CTA Global,2.2,Alto
2004-09-30,Distressed Securities,1.04,Alto
2004-09-30,Emerging Markets,2.8,Alto
2004-09-30,Equity Market Neutral,0.85,Bajo
2004-09-30,Event Driven,1.03,Medio
2004-09-30,Fixed Income Arbitrage,0.12,Bajo
2004-09-30,Global Macro,0.08,Alto
2004-09-30,Long/Short Equity,2.1,Medio
2004-09-30,Merger Arbitrage,0.42,Medio
2004-09-30,Relative Value,0.52,Bajo
2004-09-30,Short Selling,-2.16,Alto
2004-09-30,Funds Of Funds,0.99,Medio
2004-10-31,Convertible Arbitrage,-0.44,Medio
2004-10-31,CTA Global,3.58,Alto
2004-10-31,Distressed Securities,1.43,Alto
2004-10-31,Emerging Markets,1.85,Alto
2004-10-31,Equity Market Neutral,-0.05,Bajo
2004-10-31,Event Driven,1.24,Medio
2004-10-31,Fixed Income Arbitrage,0.28,Bajo
2004-10-31,Global Macro,1.38,Alto
2004-10-31,Long/Short Equity,0.74,Medio
2004-10-31,Merger Arbitrage,0.74,Medio
2004-10-31,Relative Value,0.4,Bajo
2004-10-31,Short Selling,-0.92,Alto
2004-10-31,Funds Of Funds,0.68,Medio
2004-11-30,Convertible Arbitrage,0.81,Medio
2004-11-30,CTA Global,4.75,Alto
2004-11-30,Distressed Securities,3.37,Alto
2004-11-30,Emerging Markets,3.28,Alto
2004-11-30,Equity Market Neutral,1.4,Bajo
2004-11-30,Event Driven,3.06,Medio
2004-11-30,Fixed Income Arbitrage,0.75,Bajo
2004-11-30,Global Macro,2.8,Alto
2004-11-30,Long/Short Equity,3.08,Medio
2004-11-30,Merger Arbitrage,1.64,Medio
2004-11-30,Relative Value,1.49,Bajo
2004-11-30,Short Selling,-5.74,Alto
2004-11-30,Funds Of Funds,2.44,Medio
2004-12-31,Convertible Arbitrage,0.56,Medio
2004-12-31,CTA Global,0,Alto
2004-12-31,Distressed Securities,2.66,Alto
2004-12-31,Emerging Markets,2.01,Alto
2004-12-31,Equity Market Neutral,0.58,Bajo
2004-12-31,Event Driven,2.44,Medio
2004-12-31,Fixed Income Arbitrage,0.6,Bajo
2004-12-31,Global Macro,0.33,Alto
2004-12-31,Long/Short Equity,1.78,Medio
2004-12-31,Merger Arbitrage,1.33,Medio
2004-12-31,Relative Value,0.99,Bajo
2004-12-31,Short Selling,-3.91,Alto
2004-12-31,Funds Of Funds,1.45,Medio
2005-01-31,Convertible Arbitrage,-0.96,Medio
2005-01-31,CTA Global,-4.38,Alto
2005-01-31,Distressed Securities,0.37,Alto
2005-01-31,Emerging Markets,1.43,Alto
2005-01-31,Equity Market Neutral,0.81,Bajo
2005-01-31,Event Driven,0.04,Medio
2005-01-31,Fixed Income Arbitrage,0.44,Bajo
2005-01-31,Global Macro,-0.47,Alto
2005-01-31,Long/Short Equity,-0.17,Medio
2005-01-31,Merger Arbitrage,0,Medio
2005-01-31,Relative Value,0.12,Bajo
2005-01-31,Short Selling,3.87,Alto
2005-01-31,Funds Of Funds,0.06,Medio
2005-02-28,Convertible Arbitrage,-0.58,Medio
2005-02-28,CTA Global,0.05,Alto
2005-02-28,Distressed Securities,1.34,Alto
2005-02-28,Emerging Markets,3.46,Alto
2005-02-28,Equity Market Neutral,0.8,Bajo
2005-02-28,Event Driven,1.44,Medio
2005-02-28,Fixed Income Arbitrage,0.85,Bajo
2005-02-28,Global Macro,1.71,Alto
2005-02-28,Long/Short Equity,2.1,Medio
2005-02-28,Merger Arbitrage,0.65,Medio
2005-02-28,Relative Value,0.81,Bajo
2005-02-28,Short Selling,1.18,Alto
2005-02-28,Funds Of Funds,1.36,Medio
2005-03-31,Convertible Arbitrage,-1.4,Medio
2005-03-31,CTA Global,-0.06,Alto
2005-03-31,Distressed Securities,0.32,Alto
2005-03-31,Emerging Markets,-1.97,Alto
2005-03-31,Equity Market Neutral,0.19,Bajo
2005-03-31,Event Driven,-0.04,Medio
2005-03-31,Fixed Income Arbitrage,0.24,Bajo
2005-03-31,Global Macro,-0.27,Alto
2005-03-31,Long/Short Equity,-0.96,Medio
2005-03-31,Merger Arbitrage,0.32,Medio
2005-03-31,Relative Value,-0.42,Bajo
2005-03-31,Short Selling,2.44,Alto
2005-03-31,Funds Of Funds,-0.44,Medio
2005-04-30,Convertible Arbitrage,-3.16,Medio
2005-04-30,CTA Global,-3.54,Alto
2005-04-30,Distressed Securities,-0.52,Alto
2005-04-30,Emerging Markets,-0.49,Alto
2005-04-30,Equity Market Neutral,-0.3,Bajo
2005-04-30,Event Driven,-1.28,Medio
2005-04-30,Fixed Income Arbitrage,-0.03,Bajo
2005-04-30,Global Macro,-0.8,Alto
2005-04-30,Long/Short Equity,-1.84,Medio
2005-04-30,Merger Arbitrage,-1.05,Medio
2005-04-30,Relative Value,-1.08,Bajo
2005-04-30,Short Selling,3.93,Alto
2005-04-30,Funds Of Funds,-1.41,Medio
2005-05-31,Convertible Arbitrage,-1.33,Medio
2005-05-31,CTA Global,2.32,Alto
2005-05-31,Distressed Securities,0.06,Alto
2005-05-31,Emerging Markets,0.72,Alto
2005-05-31,Equity Market Neutral,0.47,Bajo
2005-05-31,Event Driven,0.65,Medio
2005-05-31,Fixed Income Arbitrage,-0.1,Bajo
2005-05-31,Global Macro,0.88,Alto
2005-05-31,Long/Short Equity,1.15,Medio
2005-05-31,Merger Arbitrage,0.95,Medio
2005-05-31,Relative Value,-0.02,Bajo
2005-05-31,Short Selling,-4.75,Alto
2005-05-31,Funds Of Funds,0.18,Medio
2005-06-30,Convertible Arbitrage,1.07,Medio
2005-06-30,CTA Global,2.6,Alto
2005-06-30,Distressed Securities,1.33,Alto
2005-06-30,Emerging Markets,1.6,Alto
2005-06-30,Equity Market Neutral,0.81,Bajo
2005-06-30,Event Driven,1.33,Medio
2005-06-30,Fixed Income Arbitrage,0.1,Bajo
2005-06-30,Global Macro,1.16,Alto
2005-06-30,Long/Short Equity,1.95,Medio
2005-06-30,Merger Arbitrage,0.85,Medio
2005-06-30,Relative Value,0.95,Bajo
2005-06-30,Short Selling,-0.32,Alto
2005-06-30,Funds Of Funds,1.31,Medio
2005-07-31,Convertible Arbitrage,1.64,Medio
2005-07-31,CTA Global,-0.13,Alto
2005-07-31,Distressed Securities,1.73,Alto
2005-07-31,Emerging Markets,2.57,Alto
2005-07-31,Equity Market Neutral,0.78,Bajo
2005-07-31,Event Driven,2.15,Medio
2005-07-31,Fixed Income Arbitrage,0.81,Bajo
2005-07-31,Global Macro,1.19,Alto
2005-07-31,Long/Short Equity,2.65,Medio
2005-07-31,Merger Arbitrage,1.15,Medio
2005-07-31,Relative Value,1.49,Bajo
2005-07-31,Short Selling,-2.42,Alto
2005-07-31,Funds Of Funds,1.34,Medio
2005-08-31,Convertible Arbitrage,0.66,Medio
2005-08-31,CTA Global,1,Alto
2005-08-31,Distressed Securities,1.24,Alto
2005-08-31,Emerging Markets,1.52,Alto
2005-08-31,Equity Market Neutral,0.62,Bajo
2005-08-31,Event Driven,0.92,Medio
2005-08-31,Fixed Income Arbitrage,0.36,Bajo
2005-08-31,Global Macro,0.83,Alto
2005-08-31,Long/Short Equity,0.97,Medio
2005-08-31,Merger Arbitrage,0.61,Medio
2005-08-31,Relative Value,0.53,Bajo
2005-08-31,Short Selling,2.59,Alto
2005-08-31,Funds Of Funds,0.79,Medio
2005-09-30,Convertible Arbitrage,1.42,Medio
2005-09-30,CTA Global,0.79,Alto
2005-09-30,Distressed Securities,1.12,Alto
2005-09-30,Emerging Markets,4.02,Alto
2005-09-30,Equity Market Neutral,0.87,Bajo
2005-09-30,Event Driven,1,Medio
2005-09-30,Fixed Income Arbitrage,0.62,Bajo
2005-09-30,Global Macro,2.69,Alto
2005-09-30,Long/Short Equity,2.22,Medio
2005-09-30,Merger Arbitrage,0.35,Medio
2005-09-30,Relative Value,1.22,Bajo
2005-09-30,Short Selling,1.98,Alto
2005-09-30,Funds Of Funds,1.47,Medio
2005-10-31,Convertible Arbitrage,-0.15,Medio
2005-10-31,CTA Global,-0.92,Alto
2005-10-31,Distressed Securities,-0.32,Alto
2005-10-31,Emerging Markets,-2.3,Alto
2005-10-31,Equity Market Neutral,0.01,Bajo
2005-10-31,Event Driven,-1.73,Medio
2005-10-31,Fixed Income Arbitrage,0.57,Bajo
2005-10-31,Global Macro,-0.74,Alto
2005-10-31,Long/Short Equity,-1.74,Medio
2005-10-31,Merger Arbitrage,-1.45,Medio
2005-10-31,Relative Value,-0.38,Bajo
2005-10-31,Short Selling,2.33,Alto
2005-10-31,Funds Of Funds,-1.49,Medio
2005-11-30,Convertible Arbitrage,0.04,Medio
2005-11-30,CTA Global,3.79,Alto
2005-11-30,Distressed Securities,1,Alto
2005-11-30,Emerging Markets,2.79,Alto
2005-11-30,Equity Market Neutral,0.61,Bajo
2005-11-30,Event Driven,1.25,Medio
2005-11-30,Fixed Income Arbitrage,0.15,Bajo
2005-11-30,Global Macro,1.64,Alto
2005-11-30,Long/Short Equity,2.11,Medio
2005-11-30,Merger Arbitrage,1.12,Medio
2005-11-30,Relative Value,0.67,Bajo
2005-11-30,Short Selling,-3,Alto
2005-11-30,Funds Of Funds,1.6,Medio
2005-12-31,Convertible Arbitrage,0.92,Medio
2005-12-31,CTA Global,-1.53,Alto
2005-12-31,Distressed Securities,1.22,Alto
2005-12-31,Emerging Markets,2.84,Alto
2005-12-31,Equity Market Neutral,0.68,Bajo
2005-12-31,Event Driven,1.42,Medio
2005-12-31,Fixed Income Arbitrage,0.54,Bajo
2005-12-31,Global Macro,1.35,Alto
2005-12-31,Long/Short Equity,2.49,Medio
2005-12-31,Merger Arbitrage,1.38,Medio
2005-12-31,Relative Value,1.26,Bajo
2005-12-31,Short Selling,-0.35,Alto
2005-12-31,Funds Of Funds,1.91,Medio
2006-01-31,Convertible Arbitrage,2.5,Medio
2006-01-31,CTA Global,1.74,Alto
2006-01-31,Distressed Securities,2.53,Alto
2006-01-31,Emerging Markets,5.26,Alto
2006-01-31,Equity Market Neutral,1.15,Bajo
2006-01-31,Event Driven,3.41,Medio
2006-01-31,Fixed Income Arbitrage,0.93,Bajo
2006-01-31,Global Macro,2.58,Alto
2006-01-31,Long/Short Equity,3.81,Medio
2006-01-31,Merger Arbitrage,2.72,Medio
2006-01-31,Relative Value,2.38,Bajo
2006-01-31,Short Selling,-2.88,Alto
2006-01-31,Funds Of Funds,2.86,Medio
2006-02-28,Convertible Arbitrage,1.16,Medio
2006-02-28,CTA Global,-1.86,Alto
2006-02-28,Distressed Securities,0.65,Alto
2006-02-28,Emerging Markets,1.61,Alto
2006-02-28,Equity Market Neutral,0.46,Bajo
2006-02-28,Event Driven,0.51,Medio
2006-02-28,Fixed Income Arbitrage,0.41,Bajo
2006-02-28,Global Macro,0.02,Alto
2006-02-28,Long/Short Equity,0.16,Medio
2006-02-28,Merger Arbitrage,1.04,Medio
2006-02-28,Relative Value,0.73,Bajo
2006-02-28,Short Selling,0.64,Alto
2006-02-28,Funds Of Funds,0.37,Medio
2006-03-31,Convertible Arbitrage,1.07,Medio
2006-03-31,CTA Global,2.84,Alto
2006-03-31,Distressed Securities,1.72,Alto
2006-03-31,Emerging Markets,1.22,Alto
2006-03-31,Equity Market Neutral,0.98,Bajo
2006-03-31,Event Driven,1.85,Medio
2006-03-31,Fixed Income Arbitrage,0.55,Bajo
2006-03-31,Global Macro,0.94,Alto
2006-03-31,Long/Short Equity,2.38,Medio
2006-03-31,Merger Arbitrage,1.44,Medio
2006-03-31,Relative Value,1.57,Bajo
2006-03-31,Short Selling,-1.39,Alto
2006-03-31,Funds Of Funds,1.64,Medio
2006-04-30,Convertible Arbitrage,0.64,Medio
2006-04-30,CTA Global,3.87,Alto
2006-04-30,Distressed Securities,1.93,Alto
2006-04-30,Emerging Markets,3.65,Alto
2006-04-30,Equity Market Neutral,1.02,Bajo
2006-04-30,Event Driven,1.64,Medio
2006-04-30,Fixed Income Arbitrage,1.21,Bajo
2006-04-30,Global Macro,2.38,Alto
2006-04-30,Long/Short Equity,1.72,Medio
2006-04-30,Merger Arbitrage,1.19,Medio
2006-04-30,Relative Value,1.26,Bajo
2006-04-30,Short Selling,-0.12,Alto
2006-04-30,Funds Of Funds,1.71,Medio
2006-05-31,Convertible Arbitrage,0.91,Medio
2006-05-31,CTA Global,-1.46,Alto
2006-05-31,Distressed Securities,0.86,Alto
2006-05-31,Emerging Markets,-3.89,Alto
2006-05-31,Equity Market Neutral,0.02,Bajo
2006-05-31,Event Driven,0.08,Medio
2006-05-31,Fixed Income Arbitrage,0.59,Bajo
2006-05-31,Global Macro,-1.55,Alto
2006-05-31,Long/Short Equity,-2.48,Medio
2006-05-31,Merger Arbitrage,0.09,Medio
2006-05-31,Relative Value,-0.25,Bajo
2006-05-31,Short Selling,2.46,Alto
2006-05-31,Funds Of Funds,-1.33,Medio
2006-06-30,Convertible Arbitrage,0.12,Medio
2006-06-30,CTA Global,-1.42,Alto
2006-06-30,Distressed Securities,-0.15,Alto
2006-06-30,Emerging Markets,-0.97,Alto
2006-06-30,Equity Market Neutral,0.63,Bajo
2006-06-30,Event Driven,0.12,Medio
2006-06-30,Fixed Income Arbitrage,0.36,Bajo
2006-06-30,Global Macro,-0.15,Alto
2006-06-30,Long/Short Equity,-0.62,Medio
2006-06-30,Merger Arbitrage,0.87,Medio
2006-06-30,Relative Value,0.21,Bajo
2006-06-30,Short Selling,1.18,Alto
2006-06-30,Funds Of Funds,-0.28,Medio
2006-07-31,Convertible Arbitrage,0.66,Medio
2006-07-31,CTA Global,-2.16,Alto
2006-07-31,Distressed Securities,0.09,Alto
2006-07-31,Emerging Markets,0.67,Alto
2006-07-31,Equity Market Neutral,0.51,Bajo
2006-07-31,Event Driven,-0.11,Medio
2006-07-31,Fixed Income Arbitrage,0.64,Bajo
2006-07-31,Global Macro,0.06,Alto
2006-07-31,Long/Short Equity,-0.31,Medio
2006-07-31,Merger Arbitrage,0.58,Medio
2006-07-31,Relative Value,0.17,Bajo
2006-07-31,Short Selling,1.73,Alto
2006-07-31,Funds Of Funds,-0.05,Medio
2006-08-31,Convertible Arbitrage,0.98,Medio
2006-08-31,CTA Global,0.2,Alto
2006-08-31,Distressed Securities,0.99,Alto
2006-08-31,Emerging Markets,1.33,Alto
2006-08-31,Equity Market Neutral,-0.09,Bajo
2006-08-31,Event Driven,1.12,Medio
2006-08-31,Fixed Income Arbitrage,0.37,Bajo
2006-08-31,Global Macro,-0.39,Alto
2006-08-31,Long/Short Equity,1.14,Medio
2006-08-31,Merger Arbitrage,0.53,Medio
2006-08-31,Relative Value,0.92,Bajo
2006-08-31,Short Selling,-1.56,Alto
2006-08-31,Funds Of Funds,0.66,Medio
2006-09-30,Convertible Arbitrage,0.93,Medio
2006-09-30,CTA Global,-0.55,Alto
2006-09-30,Distressed Securities,0.33,Alto
2006-09-30,Emerging Markets,0.11,Alto
2006-09-30,Equity Market Neutral,0.09,Bajo
2006-09-30,Event Driven,0.35,Medio
2006-09-30,Fixed Income Arbitrage,0.14,Bajo
2006-09-30,Global Macro,-0.67,Alto
2006-09-30,Long/Short Equity,0.05,Medio
2006-09-30,Merger Arbitrage,0.41,Medio
2006-09-30,Relative Value,0.4,Bajo
2006-09-30,Short Selling,-2.36,Alto
2006-09-30,Funds Of Funds,-0.03,Medio
2006-10-31,Convertible Arbitrage,0.54,Medio
2006-10-31,CTA Global,1.02,Alto
2006-10-31,Distressed Securities,1.94,Alto
2006-10-31,Emerging Markets,2.57,Alto
2006-10-31,Equity Market Neutral,0.65,Bajo
2006-10-31,Event Driven,2.06,Medio
2006-10-31,Fixed Income Arbitrage,0.67,Bajo
2006-10-31,Global Macro,0.97,Alto
2006-10-31,Long/Short Equity,1.94,Medio
2006-10-31,Merger Arbitrage,1.32,Medio
2006-10-31,Relative Value,1.32,Bajo
2006-10-31,Short Selling,-3.8,Alto
2006-10-31,Funds Of Funds,1.63,Medio
2006-11-30,Convertible Arbitrage,0.92,Medio
2006-11-30,CTA Global,2.26,Alto
2006-11-30,Distressed Securities,1.79,Alto
2006-11-30,Emerging Markets,3.23,Alto
2006-11-30,Equity Market Neutral,0.75,Bajo
2006-11-30,Event Driven,1.82,Medio
2006-11-30,Fixed Income Arbitrage,0.6,Bajo
2006-11-30,Global Macro,1.99,Alto
2006-11-30,Long/Short Equity,2,Medio
2006-11-30,Merger Arbitrage,1.42,Medio
2006-11-30,Relative Value,1.29,Bajo
2006-11-30,Short Selling,-2.68,Alto
2006-11-30,Funds Of Funds,1.85,Medio
2006-12-31,Convertible Arbitrage,1.27,Medio
2006-12-31,CTA Global,1.46,Alto
2006-12-31,Distressed Securities,1.65,Alto
2006-12-31,Emerging Markets,2.91,Alto
2006-12-31,Equity Market Neutral,1.07,Bajo
2006-12-31,Event Driven,1.68,Medio
2006-12-31,Fixed Income Arbitrage,0.72,Bajo
2006-12-31,Global Macro,1.16,Alto
2006-12-31,Long/Short Equity,1.53,Medio
2006-12-31,Merger Arbitrage,1.33,Medio
2006-12-31,Relative Value,1.28,Bajo
2006-12-31,Short Selling,0.39,Alto
2006-12-31,Funds Of Funds,1.75,Medio
2007-01-31,Convertible Arbitrage,1.3,Medio
2007-01-31,CTA Global,1.13,Alto
2007-01-31,Distressed Securities,1.5,Alto
2007-01-31,Emerging Markets,0.79,Alto
2007-01-31,Equity Market Neutral,0.83,Bajo
2007-01-31,Event Driven,2.01,Medio
2007-01-31,Fixed Income Arbitrage,0.69,Bajo
2007-01-31,Global Macro,0.61,Alto
2007-01-31,Long/Short Equity,1.21,Medio
2007-01-31,Merger Arbitrage,1.91,Medio
2007-01-31,Relative Value,1.35,Bajo
2007-01-31,Short Selling,-1.07,Alto
2007-01-31,Funds Of Funds,1.21,Medio
2007-02-28,Convertible Arbitrage,1.17,Medio
2007-02-28,CTA Global,-1.44,Alto
2007-02-28,Distressed Securities,1.45,Alto
2007-02-28,Emerging Markets,1,Alto
2007-02-28,Equity Market Neutral,0.51,Bajo
2007-02-28,Event Driven,2.07,Medio
2007-02-28,Fixed Income Arbitrage,1.06,Bajo
2007-02-28,Global Macro,0.18,Alto
2007-02-28,Long/Short Equity,0.82,Medio
2007-02-28,Merger Arbitrage,2.55,Medio
2007-02-28,Relative Value,1.14,Bajo
2007-02-28,Short Selling,0.28,Alto
2007-02-28,Funds Of Funds,0.96,Medio
2007-03-31,Convertible Arbitrage,0.6,Medio
2007-03-31,CTA Global,-1.41,Alto
2007-03-31,Distressed Securities,1.08,Alto
2007-03-31,Emerging Markets,1.85,Alto
2007-03-31,Equity Market Neutral,1.01,Bajo
2007-03-31,Event Driven,1.46,Medio
2007-03-31,Fixed Income Arbitrage,0.6,Bajo
2007-03-31,Global Macro,0.27,Alto
2007-03-31,Long/Short Equity,1.15,Medio
2007-03-31,Merger Arbitrage,0.63,Medio
2007-03-31,Relative Value,0.81,Bajo
2007-03-31,Short Selling,-0.51,Alto
2007-03-31,Funds Of Funds,0.96,Medio
2007-04-30,Convertible Arbitrage,0.26,Medio
2007-04-30,CTA Global,2.41,Alto
2007-04-30,Distressed Securities,1.64,Alto
2007-04-30,Emerging Markets,2.55,Alto
2007-04-30,Equity Market Neutral,0.89,Bajo
2007-04-30,Event Driven,1.97,Medio
2007-04-30,Fixed Income Arbitrage,0.71,Bajo
2007-04-30,Global Macro,1.52,Alto
2007-04-30,Long/Short Equity,1.98,Medio
2007-04-30,Merger Arbitrage,1.6,Medio
2007-04-30,Relative Value,1.34,Bajo
2007-04-30,Short Selling,-2.65,Alto
2007-04-30,Funds Of Funds,1.63,Medio
2007-05-31,Convertible Arbitrage,1.1,Medio
2007-05-31,CTA Global,2.3,Alto
2007-05-31,Distressed Securities,1.8,Alto
2007-05-31,Emerging Markets,2.7,Alto
2007-05-31,Equity Market Neutral,1.21,Bajo
2007-05-31,Event Driven,2.13,Medio
2007-05-31,Fixed Income Arbitrage,0.55,Bajo
2007-05-31,Global Macro,1.92,Alto
2007-05-31,Long/Short Equity,2.24,Medio
2007-05-31,Merger Arbitrage,1.71,Medio
2007-05-31,Relative Value,1.56,Bajo
2007-05-31,Short Selling,-1.99,Alto
2007-05-31,Funds Of Funds,2.04,Medio
2007-06-30,Convertible Arbitrage,0.11,Medio
2007-06-30,CTA Global,2.29,Alto
2007-06-30,Distressed Securities,0.27,Alto
2007-06-30,Emerging Markets,2.36,Alto
2007-06-30,Equity Market Neutral,0.77,Bajo
2007-06-30,Event Driven,-0.07,Medio
2007-06-30,Fixed Income Arbitrage,0.48,Bajo
2007-06-30,Global Macro,1.07,Alto
2007-06-30,Long/Short Equity,0.77,Medio
2007-06-30,Merger Arbitrage,-0.53,Medio
2007-06-30,Relative Value,1,Bajo
2007-06-30,Short Selling,2.36,Alto
2007-06-30,Funds Of Funds,0.82,Medio
2007-07-31,Convertible Arbitrage,-0.53,Medio
2007-07-31,CTA Global,-1.22,Alto
2007-07-31,Distressed Securities,-0.56,Alto
2007-07-31,Emerging Markets,2.75,Alto
2007-07-31,Equity Market Neutral,0.51,Bajo
2007-07-31,Event Driven,-0.32,Medio
2007-07-31,Fixed Income Arbitrage,0.07,Bajo
2007-07-31,Global Macro,1.16,Alto
2007-07-31,Long/Short Equity,0.09,Medio
2007-07-31,Merger Arbitrage,-0.54,Medio
2007-07-31,Relative Value,0.04,Bajo
2007-07-31,Short Selling,4.86,Alto
2007-07-31,Funds Of Funds,0.41,Medio
2007-08-31,Convertible Arbitrage,-1.45,Medio
2007-08-31,CTA Global,-2.8,Alto
2007-08-31,Distressed Securities,-1.18,Alto
2007-08-31,Emerging Markets,-2.74,Alto
2007-08-31,Equity Market Neutral,-0.94,Bajo
2007-08-31,Event Driven,-1.44,Medio
2007-08-31,Fixed Income Arbitrage,-0.48,Bajo
2007-08-31,Global Macro,-1.16,Alto
2007-08-31,Long/Short Equity,-1.6,Medio
2007-08-31,Merger Arbitrage,0.01,Medio
2007-08-31,Relative Value,-0.77,Bajo
2007-08-31,Short Selling,0.92,Alto
2007-08-31,Funds Of Funds,-2.22,Medio
2007-09-30,Convertible Arbitrage,1.61,Medio
2007-09-30,CTA Global,4.69,Alto
2007-09-30,Distressed Securities,0.95,Alto
2007-09-30,Emerging Markets,4.28,Alto
2007-09-30,Equity Market Neutral,1.23,Bajo
2007-09-30,Event Driven,1.34,Medio
2007-09-30,Fixed Income Arbitrage,1.64,Bajo
2007-09-30,Global Macro,3.3,Alto
2007-09-30,Long/Short Equity,2.56,Medio
2007-09-30,Merger Arbitrage,1.31,Medio
2007-09-30,Relative Value,1.53,Bajo
2007-09-30,Short Selling,-2.07,Alto
2007-09-30,Funds Of Funds,1.99,Medio
2007-10-31,Convertible Arbitrage,1.77,Medio
2007-10-31,CTA Global,2.8,Alto
2007-10-31,Distressed Securities,1.75,Alto
2007-10-31,Emerging Markets,4.85,Alto
2007-10-31,Equity Market Neutral,1.68,Bajo
2007-10-31,Event Driven,2.14,Medio
2007-10-31,Fixed Income Arbitrage,1.14,Bajo
2007-10-31,Global Macro,3.04,Alto
2007-10-31,Long/Short Equity,2.81,Medio
2007-10-31,Merger Arbitrage,1.91,Medio
2007-10-31,Relative Value,2,Bajo
2007-10-31,Short Selling,-0.26,Alto
2007-10-31,Funds Of Funds,3.03,Medio
2007-11-30,Convertible Arbitrage,-1.31,Medio
2007-11-30,CTA Global,-0.16,Alto
2007-11-30,Distressed Securities,-1.69,Alto
2007-11-30,Emerging Markets,-2.37,Alto
2007-11-30,Equity Market Neutral,-0.18,Bajo
2007-11-30,Event Driven,-2.02,Medio
2007-11-30,Fixed Income Arbitrage,-0.94,Bajo
2007-11-30,Global Macro,-0.63,Alto
2007-11-30,Long/Short Equity,-2.25,Medio
2007-11-30,Merger Arbitrage,-1.49,Medio
2007-11-30,Relative Value,-1.12,Bajo
2007-11-30,Short Selling,7.19,Alto
2007-11-30,Funds Of Funds,-1.48,Medio
2007-12-31,Convertible Arbitrage,-0.77,Medio
2007-12-31,CTA Global,1.17,Alto
2007-12-31,Distressed Securities,0.02,Alto
2007-12-31,Emerging Markets,1.3,Alto
2007-12-31,Equity Market Neutral,0.54,Bajo
2007-12-31,Event Driven,0.07,Medio
2007-12-31,Fixed Income Arbitrage,0.36,Bajo
2007-12-31,Global Macro,1.04,Alto
2007-12-31,Long/Short Equity,0.43,Medio
2007-12-31,Merger Arbitrage,-0.25,Medio
2007-12-31,Relative Value,0.22,Bajo
2007-12-31,Short Selling,0.56,Alto
2007-12-31,Funds Of Funds,0.4,Medio
2008-01-31,Convertible Arbitrage,-0.09,Medio
2008-01-31,CTA Global,2.55,Alto
2008-01-31,Distressed Securities,-2.33,Alto
2008-01-31,Emerging Markets,-5.03,Alto
2008-01-31,Equity Market Neutral,-1.12,Bajo
2008-01-31,Event Driven,-2.71,Medio
2008-01-31,Fixed Income Arbitrage,-0.12,Bajo
2008-01-31,Global Macro,-0.1,Alto
2008-01-31,Long/Short Equity,-4,Medio
2008-01-31,Merger Arbitrage,-1.26,Medio
2008-01-31,Relative Value,-1.18,Bajo
2008-01-31,Short Selling,5.56,Alto
2008-01-31,Funds Of Funds,-2.72,Medio
2008-02-29,Convertible Arbitrage,-0.83,Medio
2008-02-29,CTA Global,6.2,Alto
2008-02-29,Distressed Securities,0.14,Alto
2008-02-29,Emerging Markets,2.8,Alto
2008-02-29,Equity Market Neutral,1.2,Bajo
2008-02-29,Event Driven,0.84,Medio
2008-02-29,Fixed Income Arbitrage,-0.49,Bajo
2008-02-29,Global Macro,3.12,Alto
2008-02-29,Long/Short Equity,1.4,Medio
2008-02-29,Merger Arbitrage,0.6,Medio
2008-02-29,Relative Value,0.64,Bajo
2008-02-29,Short Selling,3,Alto
2008-02-29,Funds Of Funds,1.42,Medio
2008-03-31,Convertible Arbitrage,-3.17,Medio
2008-03-31,CTA Global,-0.56,Alto
2008-03-31,Distressed Securities,-1.26,Alto
2008-03-31,Emerging Markets,-3.79,Alto
2008-03-31,Equity Market Neutral,-0.49,Bajo
2008-03-31,Event Driven,-1.68,Medio
2008-03-31,Fixed Income Arbitrage,-3.06,Bajo
2008-03-31,Global Macro,-1.69,Alto
2008-03-31,Long/Short Equity,-2.36,Medio
2008-03-31,Merger Arbitrage,-0.45,Medio
2008-03-31,Relative Value,-1.62,Bajo
2008-03-31,Short Selling,1.92,Alto
2008-03-31,Funds Of Funds,-2.62,Medio
2008-04-30,Convertible Arbitrage,0.76,Medio
2008-04-30,CTA Global,-0.78,Alto
2008-04-30,Distressed Securities,0.88,Alto
2008-04-30,Emerging Markets,1.9,Alto
2008-04-30,Equity Market Neutral,0.59,Bajo
2008-04-30,Event Driven,1.18,Medio
